Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
because voldemort should giggle he can swim,voldemort should swim,7,7,3,0,1,0,0
since lupin may wiggle voldemort can smile,since james can smile,7,7,4,0,1,0,0
since the witch may eat the cookies that snape must chew lily must smile,since the witch may eat the cookies that snape may eat the cookies that snape must eat,14,14,17,0,0,N/A,N/A
since ron must prepare a baklava which draco can eat the witch must swim,since must swim a pancake which the wizard must swim,14,14,10,0,0,N/A,N/A
because james may arrange the doughnut which the student must sprinkle voldemort may gobble the doughnut,because james may arrange the doughnut which the student should gobble the doughnut which voldemort may gobble,16,16,17,0,0,N/A,N/A
since albus must sprinkle a strudel sirius must hide the chocolates which a professor should eat,since albus must hide the chocolates which the witch must hide the chocolates which the witch must hide the chocolates which the witch must hide,16,16,25,0,0,N/A,N/A
since ron can create many cookies because the witch can prepare the cookie which vernon should eat she can eat many baklava,since ron can prepare the cookies which the can gobble the cookies because the professor can prepare the cookies which mcgonagall can gobble the cookies,22,22,25,0,0,N/A,N/A
because snape may hide the souffles draco must hide a pancake which he should hide because a wizard should eat a pancake,snape may hide the souffles which a witch should hide,22,22,10,0,1,0,0
since sirius must make many croissants since he must chew a souffle mcgonagall must eat a baklava that hagrid should assemble,since she must not eat many croissants that hagrid should chew,21,21,11,0,1,0,0
since ron can chew the strudels that voldemort can hide vernon should assemble the strudels,since ron can chew the strudels that ginny should assemble the strudels that harry should assemble the strudels,15,15,18,0,0,N/A,N/A
since hagrid should assemble the pancakes which draco should make petunia must assemble the doughnuts,since hagrid should assemble the pancakes which mcgonagall should assemble the pancakes which mcgonagall should assemble,15,15,16,0,0,N/A,N/A
because lily may arrange many doughnuts that hermione should create petunia should create the eclaires,because lily may arrange many doughnuts that she may assemble,15,15,10,0,1,0,0
since she must eat a baklava petunia must assemble a cake which neville should eat,since she must eat a cake which a professor should eat a cake which a professor should eat,15,15,18,0,0,N/A,N/A
since dobby may gobble a doughnut that james may arrange petunia must assemble the chocolates because the wizard can make the cake,since dobby may not make the chocolates that mcgonagall must make the doughnut because the wizard must make the doughnut that the should gobble the chocolates because the wizard must,22,22,30,0,0,N/A,N/A
because ginny should assemble the doughnut that lupin must arrange since harry may eat a pancake a student can make the baklava,because a professor should assemble the doughnut that lupin may assemble because george may assemble the doughnut that lupin may assemble,22,22,21,0,1,0,0
because lupin must create the croissant since lupin should hide the doughnuts that a professor should make he must assemble the croissant,because james may hide the croissant that lupin should hide the doughnuts that the should assemble the doughnuts that the should eat,22,22,22,0,0,N/A,N/A
since the witch can sprinkle the cookie he may arrange a doughnut that harry may hide,since the can sprinkle the cookie that harry must sprinkle the cookie that harry must sprinkle,16,16,16,0,0,N/A,N/A
since a student may arrange the cookies which james should gobble fred should sprinkle a strudel,since a professor may arrange the cookies which the may arrange the cookies which the may arrange,16,16,17,0,0,N/A,N/A
since the wizard may sprinkle the croissants that he may sprinkle neville must make the cake,since the wizard may sprinkle the croissants that he may sprinkle,16,16,11,0,1,0,0
since dobby should jump because hagrid can laugh ron should gobble many baklava that ginny may hide,since dobby should jump many chocolates since hagrid should jump because ginny may create many cakes that ginny should create,17,17,20,0,1,0,0
because the witch may create the eclaires the professor can sprinkle the pancakes which hermione can arrange,because the witch can sprinkle the eclaires which mcgonagall must sprinkle the pancakes which the student can sprinkle,17,17,18,0,0,N/A,N/A
because a student must hide the baklava sirius must sprinkle a pancake that mcgonagall may arrange since petunia must sprinkle many cookies,because a student must hide many doughnut that mcgonagall must sprinkle since sirius must sprinkle since sirius must sprinkle since sirius must sprinkle since sirius must sprinkle,22,22,27,0,1,0,0
because george should eat the doughnuts since snape must arrange a croissant that the wizard may make lily must prepare the eclaires,because a professor should eat the doughnuts that the should arrange the doughnuts that a student should eat,22,22,18,0,0,N/A,N/A
because the professor must eat the croissants that albus must hide draco should create the souffles which voldemort must create,because the professor must arrange the croissants that she must eat,20,20,11,0,1,0,0
since she should hide a pancake that dobby may create harry should create the cookie that the professor must eat,since she should hide the cookie that the should create the cookie that the should create the cookie that the should create,20,20,22,0,0,N/A,N/A
because mcgonagall may chew the baklava that draco can sprinkle the professor can arrange many baklava that draco may prepare,because petunia may chew the baklava that draco can sprinkle the baklava that draco can sprinkle,20,20,16,0,0,N/A,N/A
since petunia must walk since petunia must eat a cookie the witch must hide the doughnuts which dobby can chew,since must sprinkle the doughnuts which she must hide the doughnuts which she must hide the doughnuts which she must hide,20,20,21,0,0,N/A,N/A
since the student may chew the strudel which hagrid should arrange fred must hide many souffles that albus must chew,since the student may chew many strudel that albus must hide,20,20,11,0,1,0,0
since snape may party harry should hide many baklava,since snape should not hide many baklava since snape should hide,9,9,11,0,1,0,0
since sirius can walk mcgonagall should prepare a strudel,since sirius can not walk,9,9,5,0,1,0,0
because hermione may arrange many cookies voldemort must party,because petunia should arrange many cookies,9,9,6,0,1,0,0
because mcgonagall should make the cookie snape should swim,because mcgonagall should swim since neville should not swim,9,9,9,0,1,0,0
