target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Negates Target Verb in Main Clause,Negation Present Outside the Main Clause,Parseable
since mcgonagall must sprinkle a strudel which draco must sprinkle ginny must not hide a cake,since mcgonagall must sprinkle a strudel which draco must sprinkle ginny must not hide a cake,15,16,16,1,1,1,1,1,1,0,1
vernon may not chew the pancakes since ginny may chew the doughnuts which neville can assemble,vernon may not chew the pancakes since ginny may chew the doughnuts which neville can assemble,15,16,16,1,1,1,1,1,1,0,1
petunia must not eat the baklava,petunia must not eat the baklava,5,6,6,1,1,1,1,1,1,0,1
he can not chew the cakes,he can not chew the cakes,5,6,6,1,1,1,1,1,1,0,1
hermione should not make a eclaire,hermione should not make a eclaire,5,6,6,1,1,1,1,1,1,0,1
ginny should not gobble a cookie,ginny should not gobble a cookie,5,6,6,1,1,1,1,1,1,0,1
lupin must not make the chocolates,lupin must not make the chocolates,5,6,6,1,1,1,1,1,1,0,1
draco should not arrange a souffle,draco should not arrange a souffle,5,6,6,1,1,1,1,1,1,0,1
sirius can not make a strudel,sirius can not make a strudel,5,6,6,1,1,1,1,1,1,0,1
george must not chew the eclaire since a wizard can prepare a souffle,george must not chew the eclaire since a wizard can prepare a souffle,12,13,13,1,1,1,1,1,1,0,1
since the student should hide the eclaires neville should not create the cookies,since the student should hide the eclaires neville should not create the cookies,12,13,13,1,1,1,1,1,1,0,1
since harry may create the cakes a professor should not prepare a eclaire,since harry may create the cakes a professor should not prepare a eclaire,12,13,13,1,1,1,1,1,1,0,1
the wizard must not chew the pancakes that ron can make,the wizard must not chew the pancakes that ron can make,10,11,11,1,1,1,1,1,1,0,1
since he should giggle the witch may not gobble a pancake,since he should giggle the witch may not gobble a pancake,10,11,11,1,1,1,1,1,1,0,1
because a wizard must sprinkle the doughnut that harry should eat ginny may not smile,because a wizard must sprinkle the doughnut that harry should eat ginny may not smile,14,15,15,1,1,1,1,1,1,0,1
because voldemort can swim the professor must not hide the strudels that fred may prepare,because voldemort can swim the professor must not hide the strudels that fred may prepare,14,15,15,1,1,1,1,1,1,0,1
a witch must not prepare the souffles that albus must hide,a witch must not prepare the souffles that albus must hide,10,11,11,1,1,1,1,1,1,0,1
hermione should not prepare many baklava which the witch can create,hermione should not prepare many baklava which the witch can create,10,11,11,1,1,1,1,1,1,0,1
harry must not eat many croissants that the student can hide,harry must not eat many croissants that the student can hide,10,11,11,1,1,1,1,1,1,0,1
the wizard may not eat many chocolates that albus must eat,the wizard may not eat many chocolates that albus must eat,10,11,11,1,1,1,1,1,1,0,1
the student can not smile,the student can not smile,4,5,5,1,1,1,1,1,1,0,1
the witch can not party,the witch can not party,4,5,5,1,1,1,1,1,1,0,1
because he may eat the eclaires a student can not create the chocolates,because he may eat the eclaires a student can not create the chocolates,12,13,13,1,1,1,1,1,1,0,1
because the student should eat many souffles lily must not make the pancakes,because the student should eat many souffles lily must not make the pancakes,12,13,13,1,1,1,1,1,1,0,1
the professor must not assemble the pancakes since ron must chew the souffle since draco can prepare a chocolate,the professor must not assemble the pancakes since ron must chew the souffle since draco can prepare a chocolate,18,19,19,1,1,1,1,1,1,0,1
she must not run because albus should eat the doughnuts that she can hide since draco must hiccup,she must not run because albus should eat the doughnuts that she can hide since draco must hiccup,17,18,18,1,1,1,1,1,1,0,1
since harry should gobble the cakes neville can not eat the cake because harry may chew many chocolates,since harry should gobble the cakes neville can not eat the cake because harry may chew many chocolates,17,18,18,1,1,1,1,1,1,0,1
hermione must not swim since albus must giggle because hermione must arrange a cookie which voldemort may hide,hermione must not swim since albus must giggle because hermione must arrange a cookie which voldemort may hide,17,18,18,1,1,1,1,1,1,0,1
because the wizard can hide the croissant that a student must make hermione should not assemble the pancake,because the wizard can hide the croissant that a student must make hermione should not assemble the pancake,17,18,18,1,1,1,1,1,1,0,1
hagrid must not arrange a croissant that fred can chew,hagrid must not arrange a croissant that fred can chew,9,10,10,1,1,1,1,1,1,0,1
since sirius should sprinkle the eclaire george can not giggle,since sirius should sprinkle the eclaire george can not giggle,9,10,10,1,1,1,1,1,1,0,1
since lily must wiggle ron must not walk,since lily must wiggle ron must not walk,7,8,8,1,1,1,1,1,1,0,1
the witch must not laugh,the witch must not laugh,4,5,5,1,1,1,1,1,1,0,1
she should not sprinkle the strudel which draco must assemble,she should not sprinkle the strudel which draco must assemble,9,10,10,1,1,1,1,1,1,0,1
lily must not assemble the cakes which she must eat,lily must not assemble the cakes which she must eat,9,10,10,1,1,1,1,1,1,0,1
draco should not sprinkle the eclaire that james must prepare,draco should not sprinkle the eclaire that james must prepare,9,10,10,1,1,1,1,1,1,0,1
mcgonagall should not arrange the eclaires that sirius can sprinkle,mcgonagall should not arrange the eclaires that sirius can sprinkle,9,10,10,1,1,1,1,1,1,0,1
since he may prepare many baklava petunia can not giggle,since he may prepare many baklava petunia can not giggle,9,10,10,1,1,1,1,1,1,0,1
since draco may sprinkle the baklava since a witch should assemble the eclaire which petunia must arrange dobby should not laugh,since draco may sprinkle the baklava since a witch should assemble the eclaire which petunia must arrange dobby should not laugh,20,21,21,1,1,1,1,1,1,0,1
since hermione should walk neville should not create the croissants which snape may sprinkle because a witch must prepare a eclaire,since hermione should walk neville should not create the croissants which snape may sprinkle because a witch must prepare a eclaire,20,21,21,1,1,1,1,1,1,0,1
he should not arrange the cakes that lily should assemble because lily should hide the eclaires that the wizard can hide,he should not arrange the cakes that lily should assemble because lily should hide the eclaires that the wizard can hide,20,21,21,1,1,1,1,1,1,0,1
fred must not prepare a pancake that lily must hide because voldemort may eat the chocolates since a witch may jump,fred must not prepare a pancake that lily must hide because voldemort may eat the chocolates since a witch may jump,20,21,21,1,1,1,1,1,1,0,1
because fred must prepare many cookies that vernon must create dobby may not prepare the chocolate that she can arrange,because fred must prepare many cookies that vernon must create dobby may not prepare the chocolate that she can arrange,19,20,20,1,1,1,1,1,1,0,1
a student should not hiccup,a student should not hiccup,4,5,5,1,1,1,1,1,1,0,1
draco should not assemble a chocolate,draco should not assemble a chocolate,5,6,6,1,1,1,1,1,1,0,1
ginny can not hide the baklava,ginny can not hide the baklava,5,6,6,1,1,1,1,1,1,0,1
albus must not chew the souffle,albus must not chew the souffle,5,6,6,1,1,1,1,1,1,0,1
mcgonagall may not prepare many strudels,mcgonagall may not prepare many strudels,5,6,6,1,1,1,1,1,1,0,1
a student must not party since dobby should sprinkle the cookies that he should assemble,a student must not party since dobby should sprinkle the cookies that he should assemble,14,15,15,1,1,1,1,1,1,0,1
harry should not hide the cake,harry should not hide the cake,5,6,6,1,1,1,1,1,1,0,1
ron may not prepare a cookie,ron may not prepare a cookie,5,6,6,1,1,1,1,1,1,0,1
hagrid must not gobble the chocolate,hagrid must not gobble the chocolate,5,6,6,1,1,1,1,1,1,0,1
he may not wiggle,he may not wiggle,3,4,4,1,1,1,1,1,1,0,1
dobby should not giggle,dobby should not giggle,3,4,4,1,1,1,1,1,1,0,1
george may not giggle,george may not giggle,3,4,4,1,1,1,1,1,1,0,1
petunia may not run,petunia may not run,3,4,4,1,1,1,1,1,1,0,1
ginny should not chew the croissant that sirius may assemble,ginny should not chew the croissant that sirius may assemble,9,10,10,1,1,1,1,1,1,0,1
ginny can not hiccup because hermione must eat the chocolates,ginny can not hiccup because hermione must eat the chocolates,9,10,10,1,1,1,1,1,1,0,1
ginny must not prepare the eclaires that she should chew,ginny must not prepare the eclaires that she should chew,9,10,10,1,1,1,1,1,1,0,1
hagrid must not make the souffle which he should arrange,hagrid must not make the souffle which he should arrange,9,10,10,1,1,1,1,1,1,0,1
voldemort may not hide the cookies,voldemort may not hide the cookies,5,6,6,1,1,1,1,1,1,0,1
voldemort should not arrange the pancake,voldemort should not arrange the pancake,5,6,6,1,1,1,1,1,1,0,1
george can not make the souffles,george can not make the souffles,5,6,6,1,1,1,1,1,1,0,1
ron should not hide a doughnut,ron should not hide a doughnut,5,6,6,1,1,1,1,1,1,0,1
hagrid should not arrange the souffle,hagrid should not arrange the souffle,5,6,6,1,1,1,1,1,1,0,1
harry must not assemble the souffles,harry must not assemble the souffles,5,6,6,1,1,1,1,1,1,0,1
draco must not create the cake,draco must not create the cake,5,6,6,1,1,1,1,1,1,0,1
he may not arrange the baklava,he may not arrange the baklava,5,6,6,1,1,1,1,1,1,0,1
since neville must make a strudel ron must not assemble many cookies,since neville must make a strudel ron must not assemble many cookies,11,12,12,1,1,1,1,1,1,0,1
since ron must create many strudels he should not sprinkle the chocolates,since ron must create many strudels he should not sprinkle the chocolates,11,12,12,1,1,1,1,1,1,0,1
sirius can not eat the croissants since harry should create the cake,sirius can not eat the croissants since harry should create the cake,11,12,12,1,1,1,1,1,1,0,1
a student should not hide the doughnuts that a wizard can hide,a student should not hide the doughnuts that a wizard can hide,11,12,12,1,1,1,1,1,1,0,1
albus may not walk,albus may not walk,3,4,4,1,1,1,1,1,1,0,1
draco must not party,draco must not party,3,4,4,1,1,1,1,1,1,0,1
a wizard must not chew the strudels that the witch must make because a student may sprinkle the cake which the student can eat,a wizard must not chew the strudels that the witch must make because a student may sprinkle the cake which the student,23,24,22,0,N/A,N/A,N/A,1,N/A,N/A,0
because a witch can sprinkle the cakes she can not sprinkle the doughnuts because petunia must make the cookies which she can gobble,because a witch can sprinkle the cakes she can not sprinkle the doughnuts because petunia must make the cookies which she should make,22,23,23,0,1,1,1,1,1,0,1
sirius can not chew a chocolate that mcgonagall should hide since a student may sprinkle the cakes that a wizard should prepare,sirius can not chew a chocolate that mcgonagall should hide since a student may sprinkle the cakes that a wizard should arrange,21,22,22,0,1,1,1,1,1,0,1
ginny may not prepare a strudel that petunia should chew,ginny may not prepare a strudel that petunia should chew,9,10,10,1,1,1,1,1,1,0,1
mcgonagall can not prepare the souffle which hermione can hide,mcgonagall can not prepare the souffle which hermione can hide,9,10,10,1,1,1,1,1,1,0,1
vernon may not chew a chocolate which harry must hide,vernon may not chew a chocolate which harry must hide,9,10,10,1,1,1,1,1,1,0,1
lupin must not hide the souffles that neville must hide,lupin must not hide the souffles that neville must hide,9,10,10,1,1,1,1,1,1,0,1
hermione must not hiccup,hermione must not hiccup,3,4,4,1,1,1,1,1,1,0,1
voldemort may not hiccup,voldemort may not hiccup,3,4,4,1,1,1,1,1,1,0,1
hermione should not hiccup,hermione should not hiccup,3,4,4,1,1,1,1,1,1,0,1
petunia must not party,petunia must not party,3,4,4,1,1,1,1,1,1,0,1
a wizard must not make the chocolate which lily should prepare,a wizard must not make the chocolate which lily should prepare,10,11,11,1,1,1,1,1,1,0,1
mcgonagall may not prepare a croissant that the student can prepare,mcgonagall may not prepare a croissant that the student can prepare,10,11,11,1,1,1,1,1,1,0,1
albus should not assemble many baklava because mcgonagall can make a pancake,albus should not assemble many baklava because mcgonagall can make a pancake,11,12,12,1,1,1,1,1,1,0,1
