target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Parseable
sirius should not wiggle,sirius should not hide the pancakes,3,4,6,0,0,0,0,0,1
james can not hiccup,james can not arrange,3,4,4,0,1,0,0,0,1
mcgonagall can not swim,mcgonagall can not can not,3,4,5,0,N/A,N/A,N/A,0,0
james must not hiccup,james must not arrange,3,4,4,0,1,0,0,0,1
the professor should not hiccup since neville should make a baklava,the professor should not hide the baklava,10,11,7,0,0,0,0,0,1
draco can not sprinkle the doughnuts that a professor may eat,the can not sprinkle the chocolates,10,11,6,0,N/A,N/A,N/A,1,0
he must not make many strudels since a professor should assemble the strudels which ginny can chew,he can not chew the cakes,16,17,6,0,0,0,0,0,1
harry may not prepare a cake which a professor must hide since ron should make a pancake,harry must not hide a cake,16,17,6,0,0,0,0,0,1
since hermione should eat a cookie mcgonagall must not create the eclaire that a student must sprinkle,since voldemort must not the baklava that a professor may not chew a chocolate,16,17,14,0,N/A,N/A,N/A,0,0
since she must make the eclaires which a witch may create hagrid must not chew the souffle,since voldemort must hide the baklava,16,17,6,0,0,0,0,0,1
albus must not sprinkle many croissants which a professor should arrange,albus must not assemble the baklava,10,11,6,0,0,0,0,0,1
hagrid must not make the strudels that petunia must create because neville must create a strudel which harry must arrange,since george must make the strudels which a student must make,19,20,11,0,0,0,0,0,1
mcgonagall can not arrange a baklava that draco must arrange because hagrid can chew the souffles that voldemort should create,a professor must not create a pancake that a professor can not create,19,20,13,0,N/A,N/A,N/A,0,0
vernon may not jump,vernon may not assemble,3,4,4,0,1,0,0,0,1
he should not hiccup,he should not assemble,3,4,4,0,1,0,0,0,1
vernon should not giggle,vernon should not hide,3,4,4,0,1,0,0,0,1
albus can not create many cookies,albus can not walk,5,6,4,0,0,0,0,0,1
hermione should not eat the cake,hermione should not arrange the baklava,5,6,6,0,1,0,0,0,1
a professor should not hide the croissants that a professor may arrange,a professor may not a a chocolate,11,12,7,0,N/A,N/A,N/A,0,0
fred must not make many croissants because voldemort may prepare the cakes,fred must not assemble the pancake,11,12,6,0,0,0,0,0,1
fred may not hide the croissants because he must prepare a strudel,fred must not assemble a cake,11,12,6,0,0,0,0,0,1
since lily must eat the baklava petunia may not arrange many chocolates,since voldemort may gobble the pancakes,11,12,6,0,0,0,0,0,1
since hagrid must arrange the baklava harry must not assemble the pancake,since voldemort must assemble the baklava,11,12,6,0,0,0,0,0,1
a student should not eat the cake,a witch may not sprinkle the chocolate,6,7,7,0,1,0,0,0,1
a wizard can not create the souffles,a professor can not create the chocolate,6,7,7,0,0,0,0,1,1
the professor may not gobble the chocolate,the professor may not the the baklava,6,7,7,0,N/A,N/A,N/A,0,0
the student should not prepare the croissant,the student should not hide the cookies,6,7,7,0,0,0,0,0,1
a professor must not hiccup,a professor must not chew a eclaire,4,5,7,0,0,0,0,0,1
a professor must not chew a souffle,a professor must not a a eclaire,6,7,7,0,N/A,N/A,N/A,0,0
a professor can not gobble the souffles,the can not gobble the baklava,6,7,6,0,N/A,N/A,N/A,1,0
a student may not chew a croissant,a student must not make a eclaire,6,7,7,0,1,0,0,0,1
the witch must not gobble the baklava,the professor must not the the croissants,6,7,7,0,N/A,N/A,N/A,0,0
the student must not assemble the baklava,the student must not chew the croissants,6,7,7,0,1,0,0,0,1
dobby must not gobble the cakes that she must gobble,dobby must not hide the strudel,9,10,6,0,0,0,0,0,1
ron must not jump because sirius must eat many cookies,ron must not assemble,9,10,4,0,0,0,0,0,1
hagrid can not assemble the cookies that snape should make,hagrid should not prepare a doughnut that a should not chew,9,10,11,0,N/A,N/A,N/A,0,0
voldemort may not eat the cookies since james must smile,voldemort may not chew the baklava,9,10,6,0,0,0,0,0,1
george can not prepare the strudels which she must make,since george must hide the strudels that mcgonagall must not hide the strudels that mcgonagall may not hide the strudels that mcgonagall may not hide the strudels that mcgonagall may,9,10,30,0,N/A,N/A,N/A,0,0
dobby should not prepare the pancake that snape should make,dobby should not hide,9,10,4,0,0,0,0,0,1
lily can not eat the cookie,the can not arrange the cookie,5,6,6,0,N/A,N/A,N/A,0,0
james must not make the cookie,james must not arrange the chocolate,5,6,6,0,1,0,0,0,1
lupin can not hide the eclaires,lupin can not sprinkle the souffles,5,6,6,0,1,0,0,0,1
neville may not gobble a baklava,neville may not assemble a cookie,5,6,6,0,0,0,0,0,1
lily should not create many eclaires,lily should not prepare the pancakes,5,6,6,0,1,0,0,0,1
snape may not make many strudels,snape may not laugh,5,6,4,0,0,0,0,0,1
snape must not chew the strudels,snape may not laugh,5,6,4,0,0,0,0,0,1
harry must not create the doughnut,harry may not prepare the eclaires,5,6,6,0,0,0,0,0,1
because she must hide the doughnut hagrid must not wiggle,because must must eat the souffles which he must not eat the souffles,9,10,13,0,N/A,N/A,N/A,0,0
sirius may not gobble the souffles that hagrid can prepare,hagrid can not prepare the eclaires,9,10,6,0,0,0,0,0,1
james can not eat a cookie which voldemort should arrange,james can not hide a cookie,9,10,6,0,0,0,0,0,1
albus can not arrange the croissants which hermione should sprinkle,the can not arrange the baklava,9,10,6,0,N/A,N/A,N/A,1,0
lily may not arrange a eclaire,lily may not create a eclaire,5,6,6,0,1,0,0,0,1
fred should not gobble the cakes,fred should not assemble the cakes that fred should not,5,6,10,0,N/A,N/A,N/A,0,0
george can not chew many souffles,george can not make the strudel,5,6,6,0,0,0,0,0,1
voldemort should not hide a souffle,voldemort may not chew a croissant,5,6,6,0,1,0,0,0,1
since vernon should prepare the baklava lupin may not arrange the chocolates,lupin may not gobble the cookies,11,12,6,0,0,0,0,0,1
a professor must not chew the croissants which a professor should hide,a professor must not assemble a eclaire,11,12,7,0,0,0,0,0,1
he must not create the croissant,he must not sprinkle the eclaires,5,6,6,0,0,0,0,0,1
neville may not sprinkle the souffles,neville may not assemble the strudels,5,6,6,0,1,0,0,0,1
george can not sprinkle a croissant,a student can not sprinkle a chocolate,5,6,7,0,0,1,0,1,1
because the professor may walk voldemort can not chew the eclaires which she can sprinkle,because he can not eat the baklava which he can not sprinkle the baklava,14,15,14,0,N/A,N/A,N/A,0,0
because a professor must create the souffle sirius should not assemble a croissant,because a student should not sprinkle a cookie,12,13,8,0,0,0,0,0,1
since she should arrange the doughnuts a student should not prepare a pancake,since a professor must not chew a croissant,12,13,8,0,0,0,0,0,1
a professor should not create the chocolates since the witch must assemble the strudels that draco must make,draco must not create a cake that draco must create a cake that draco must create,17,18,16,0,N/A,N/A,N/A,1,0
since petunia must smile vernon should not party because harry should hide the baklava that snape should create,since voldemort should hide the croissant,17,18,6,0,0,0,0,0,1
voldemort can not create the cookies because the student should hide the baklava which fred should create,because may should not create the baklava that mcgonagall may not create the baklava that mcgonagall may eat,16,17,18,0,N/A,N/A,N/A,1,0
george should not gobble the eclaires because the student must hide the souffle that neville must create,george should not create the strudel which he must not create the cookie,16,17,13,0,N/A,N/A,N/A,0,0
the student should not arrange a croissant,the student should not hide a cookie,6,7,7,0,1,0,0,0,1
snape must not make the croissant because the student may make a souffle that the witch must prepare,snape must not assemble a croissant,17,18,6,0,0,0,0,0,1
since draco must sprinkle the strudels that the wizard can sprinkle the student must not gobble the cookies,the student must not create the cookies,17,18,7,0,0,0,0,0,1
neville should not gobble many cookies which ginny must sprinkle,neville should not prepare a souffle that neville should assemble,9,10,10,0,0,0,0,0,1
voldemort should not sprinkle the eclaires that dobby can make,voldemort can not chew the croissant,9,10,6,0,0,0,0,0,1
harry must not make many cakes that neville must gobble,harry must not create a cake,9,10,6,0,0,0,0,0,1
draco may not hiccup because neville must eat the eclaires,draco may not gobble the chocolates,9,10,6,0,0,0,0,0,1
sirius must not sprinkle the doughnuts that lupin should eat,lupin should not gobble the pancake that lupin should gobble,9,10,10,0,0,0,0,0,1
mcgonagall must not gobble the cookies that albus can make,mcgonagall can not make,9,10,4,0,0,0,0,0,1
mcgonagall should not arrange the eclaires that sirius can sprinkle,mcgonagall should not sprinkle the baklava,9,10,6,0,0,0,0,0,1
since george must create the cookie he may not run,since voldemort may prepare the baklava,9,10,6,0,0,0,0,0,1
dobby may not sprinkle a pancake that james should eat,dobby should not hide the baklava,9,10,6,0,0,0,0,0,1
hermione should not chew the souffles which fred may create,hermione should not eat the baklava that she should chew,9,10,10,0,0,0,0,0,1
james should not hide the cake that george should create,james should not hide,9,10,4,0,0,0,0,1,1
ginny should not hide the eclaire which ginny must assemble,ginny should not assemble the baklava,9,10,6,0,0,0,0,0,1
ron should not eat the croissant which fred may chew,the professor should not create the baklava which she may gobble the baklava which she may gobble,9,10,17,0,N/A,N/A,N/A,0,0
sirius must not chew the baklava because a wizard can eat a croissant,sirius must not chew a chocolate,12,13,6,0,0,0,0,1,1
the witch must not arrange many cakes since hagrid should chew many eclaires,the professor must not chew the croissants,12,13,7,0,0,0,0,0,1
george must not eat the pancake that petunia should hide,george must not hide the strudel,9,10,6,0,0,0,0,0,1
petunia should not prepare many eclaires which albus should prepare,petunia should not assemble the baklava,9,10,6,0,0,0,0,0,1
vernon may not eat the cookies because harry must wiggle,because draco must gobble the pancakes which neville should not create the pancakes which neville should create,9,10,17,0,N/A,N/A,N/A,0,0
voldemort may not prepare many pancakes that hagrid must assemble,voldemort may not chew the baklava,9,10,6,0,0,0,0,0,1
james should not gobble the souffle that neville can sprinkle,harry can not gobble the pancakes,9,10,6,0,0,0,0,1,1
sirius may not make the eclaire which dobby should eat,sirius should not chew the cakes,9,10,6,0,0,0,0,0,1
he may not make the eclaires that neville can arrange,he can not create the baklava that neville can not create,9,10,11,0,N/A,N/A,N/A,0,0
the student can not prepare the chocolates since hagrid may sprinkle a eclaire that dobby must gobble,hagrid must not chew a chocolate that he must chew,16,17,10,0,0,0,0,0,1
lily should not sprinkle the croissants since a witch should create the cake which lily may gobble,since a student may prepare a chocolate,16,17,7,0,0,0,0,0,1
because fred must gobble a souffle the professor can not chew the strudels that draco must sprinkle,because voldemort must create the baklava,16,17,6,0,0,0,0,0,1
because a wizard must hide the souffles which hagrid should hide lily can not make the doughnuts,because ginny must hide the baklava,16,17,6,0,0,0,0,0,1
she should not arrange a doughnut which fred must eat because a student may make a cake,she should not arrange a cake,16,17,6,0,0,0,0,1,1
the student can not walk,the can not chew the chocolate,4,5,6,0,N/A,N/A,N/A,0,0
the professor should not giggle,the professor should not prepare the souffles,4,5,7,0,0,0,0,0,1
sirius must not create the croissants that petunia can chew since james can assemble the strudels,sirius can not sprinkle the strudels,15,16,6,0,0,0,0,0,1
since snape should gobble the doughnut hagrid may not make the cakes that petunia may create,the may not eat the cakes that he may not,15,16,10,0,N/A,N/A,N/A,0,0
a student should not hide a pancake which ginny must make,a professor should not make a croissant,10,11,7,0,0,0,0,0,1
a wizard must not make the chocolate which lily should prepare,a wizard may not hide a chocolate which a student must not,10,11,12,0,N/A,N/A,N/A,0,0
voldemort must not make the cookie which the witch must chew,voldemort must not chew the strudel,10,11,6,0,0,0,0,0,1
the professor can not create the eclaire that sirius must hide,the professor must not create the cookies,10,11,7,0,0,0,0,1,1
