target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Parseable
he must assemble a chocolate since mcgonagall should run,he must chew a pancake,9,9,5,0,0,0,1
since dobby can make the croissant a student must jump,since dobby must hide the cakes which dobby must not create the cakes,10,10,13,0,N/A,N/A,0
since vernon must create a strudel that a professor can create he may chew the croissants which a professor should create,since voldemort must hide a baklava that hagrid must chew,21,21,10,0,0,0,1
because she should hide the croissants lily can arrange a baklava because ginny must create a pancake which he can create,because a professor must eat the baklava which a student can chew a cookie,21,21,14,0,N/A,N/A,0
vernon must assemble a pancake,vernon must assemble a cake,5,5,5,0,1,0,1
hermione should create the croissants,hermione should assemble the baklava,5,5,5,0,1,0,1
lily must assemble many pancakes,lily must make,5,5,3,0,0,0,1
vernon must hide a eclaire,vernon must chew a cake,5,5,5,0,1,0,1
a student should sprinkle a souffle which harry must make,a professor must make a strudel,10,10,6,0,0,0,1
vernon may sprinkle a cake which the professor can make,vernon can make a eclaire,10,10,5,0,0,0,1
neville may make the cakes that a student must eat,a student must chew the cakes that a student must chew,10,10,11,0,0,1,1
since lupin may prepare the strudels which a witch must chew a witch can party,a professor must assemble the chocolates that hagrid must assemble the chocolates that hagrid must make the chocolates that hagrid must make the chocolates that hagrid must make the chocolates,15,15,30,0,N/A,N/A,0
because snape may sprinkle the doughnut that petunia should hide dobby should prepare the souffles,because the student should sprinkle the strudels,15,15,7,0,0,0,1
because voldemort may make the chocolates which vernon can assemble a student may assemble a eclaire,because a professor may arrange a eclaire that a professor may assemble a eclaire,16,16,14,0,N/A,N/A,0
the witch should arrange a souffle because vernon may sprinkle the souffle that james can gobble,the professor can sprinkle the chocolates,16,16,6,0,0,0,1
since a professor should create a strudel that petunia must hide sirius should create the baklava,since voldemort must hide the baklava,16,16,6,0,0,0,1
vernon may gobble many croissants since the student can eat the chocolate that hermione should assemble,draco should may the pancakes that the student may,16,16,9,0,N/A,N/A,0
because draco should eat the cake hermione can create the eclaires that the wizard should sprinkle,because the student should sprinkle the baklava,16,16,7,0,0,0,1
since hagrid should hide many eclaires that a professor must eat sirius should gobble a strudel,since voldemort must hide a professor must hide a croissant,16,16,10,0,0,0,1
because a professor can swim george must assemble the croissant which harry may make,because a professor must chew the baklava which a must not chew a cookie,14,14,14,0,N/A,N/A,0
george must prepare the cookie because he should eat the doughnut,george may prepare the pancakes,11,11,5,0,0,0,1
since lily must arrange a cake she must sprinkle the cakes,since voldemort must hide the baklava,11,11,6,0,0,0,1
because she must create the chocolate ron should arrange a chocolate,because a professor may assemble a cookie,11,11,7,0,0,0,1
because petunia may sprinkle the cookie draco may assemble the chocolates,because the may eat the baklava,11,11,6,0,N/A,N/A,0
the student may gobble a chocolate which neville should create,the professor may gobble the pancake,10,10,6,0,0,0,1
lily should create the souffles that the wizard should gobble,the student should create the cookies that the student should create,10,10,11,0,0,1,1
harry may wiggle,harry may create,3,3,3,0,1,0,1
lupin may party,lupin may gobble the cakes,3,3,5,0,0,0,1
dobby may party,dobby may not,3,3,3,0,N/A,N/A,0
fred must walk,fred must prepare,3,3,3,0,1,0,1
hagrid should jump,hagrid should prepare the strudels,3,3,5,0,0,0,1
a professor must arrange a cake,a professor must make a eclaire,6,6,6,0,1,0,1
a professor may create many pancakes,a professor may a eclaire,6,6,5,0,N/A,N/A,0
george must chew the baklava since james may gobble the chocolates that the wizard may prepare,george may prepare a pancake,16,16,5,0,0,0,1
because the professor should arrange the croissant hermione should prepare the cookies that dobby must sprinkle,because a professor must chew the baklava that a professor must chew the baklava,16,16,14,0,N/A,N/A,0
since james must sprinkle a souffle the witch may create many croissants because hermione may chew the cakes,since voldemort may assemble the baklava,18,18,6,0,0,0,1
albus should wiggle,albus should hide,3,3,3,0,1,0,1
he should hiccup,he should hide,3,3,3,0,1,0,1
harry can run,harry can arrange,3,3,3,0,1,0,1
ron may walk,ron may sprinkle,3,3,3,0,1,0,1
vernon must party,vernon must hide,3,3,3,0,1,0,1
the student must hide the strudels,the student can hide the pancake,6,6,6,0,0,0,1
petunia should run,petunia should hide,3,3,3,0,1,0,1
petunia must wiggle,petunia must hide,3,3,3,0,1,0,1
she must smile,she must gobble,3,3,3,0,1,0,1
fred must giggle,fred must prepare,3,3,3,0,1,0,1
george may wiggle,george may make,3,3,3,0,1,0,1
because draco must make a strudel since dobby must prepare a croissant that fred can make neville must run,because a professor must eat the baklava which should must chew,19,19,11,0,N/A,N/A,0
lupin must hide a cake that she must gobble because ginny should create a pancake since voldemort may giggle,lupin must chew a eclaire that lupin must chew,19,19,9,0,0,0,1
since hermione must make many souffles that ginny must make george must gobble the chocolate which hermione must prepare,since voldemort must chew a chocolate that must must chew,19,19,10,0,N/A,N/A,0
because ginny should eat a souffle which vernon should hide because dobby may walk ginny may eat the chocolate,because the student can sprinkle the baklava,19,19,7,0,0,0,1
since james may make the strudels which george must chew voldemort must create the pancakes which ginny may hide,since he must eat the baklava which he must eat the baklava which he should create a chocolate which he should create,19,19,22,0,N/A,N/A,0
a student must assemble the cookies,a witch must assemble,6,6,4,0,0,0,1
a professor can gobble the chocolate,a witch can make the cookie,6,6,6,0,1,0,1
because the professor should prepare the pancakes hagrid should make the cakes,because the student should sprinkle the cakes,12,12,7,0,0,0,1
since albus may eat the doughnuts mcgonagall must eat many baklava that the wizard may prepare,the may prepare the cookies,16,16,5,0,N/A,N/A,0
since she should prepare the croissant snape can sprinkle the souffles that lupin can gobble,lupin can not create the chocolates that lupin can not create the chocolates,15,15,13,0,N/A,N/A,0
the student must run because vernon must create a souffle which a witch can create,the professor can hide the baklava,15,15,6,0,0,0,1
since james must eat the eclaires that lily must prepare albus may arrange the chocolates,since he must hide the baklava,15,15,6,0,0,0,1
he must make the baklava,he must assemble the baklava,5,5,5,0,1,0,1
ginny should hide a souffle,a should assemble a souffle,5,5,5,0,N/A,N/A,0
he can chew the baklava,he can chew the baklava,5,5,5,1,1,1,1
sirius should create the eclaires,sirius should gobble the pancakes,5,5,5,0,1,0,1
vernon must make the cookies,vernon must chew,5,5,3,0,0,0,1
a professor can sprinkle many pancakes which snape should hide,a student must chew,10,10,4,0,0,0,1
a wizard must eat the souffles that ginny can make,a professor can make the chocolate,10,10,6,0,0,0,1
she should prepare the souffles which a professor should make,a should should chew a cake,10,10,6,0,N/A,N/A,0
since hermione can sprinkle a cookie hagrid must assemble a chocolate that a professor should eat,since hermione may sprinkle a pancake that he can sprinkle,16,16,10,0,0,0,1
because a professor can create many eclaires that sirius can assemble lily should hide the cakes,because the student should create the cakes,16,16,7,0,0,0,1
harry must run since draco can hide the chocolate which george must assemble,harry must create the pancakes,13,13,5,0,0,0,1
because mcgonagall must sprinkle a chocolate that dobby must chew voldemort may hiccup,because a professor must chew a cookie which a student must chew a cookie,13,13,14,0,N/A,N/A,0
she must eat the cake that snape can gobble because a student may sprinkle the eclaires which lily should gobble,because draco must gobble the baklava that she must gobble,20,20,10,0,0,0,1
the student should gobble the cake which he should chew because dobby can gobble a chocolate which albus can arrange,the student should make a cake,20,20,6,0,0,0,1
because the witch must hiccup because hagrid must hide the croissant vernon should sprinkle a chocolate that she may arrange,because a professor may eat the cakes that dobby may not eat the cakes that a professor may not eat the cakes,20,20,22,0,N/A,N/A,0
he may chew a strudel,he may chew a pancake,5,5,5,0,1,0,1
albus should assemble a baklava,a professor should assemble a baklava,5,5,6,0,0,1,1
hagrid can create the baklava,the can create the baklava,5,5,5,0,N/A,N/A,0
petunia should sprinkle a cake,petunia should arrange a cake,5,5,5,0,1,0,1
because lily should prepare the cookie that the student must eat lily should wiggle because a professor should hide the doughnuts,because the student should chew the baklava,21,21,7,0,0,0,1
ron may eat the chocolate which the professor should prepare because a student should create the eclaires,the professor should chew the baklava,17,17,6,0,0,0,1
because the professor can make the cakes which the professor may hide dobby must eat the souffles,because the student may gobble the baklava,17,17,7,0,0,0,1
a student must sprinkle the doughnut since a witch must sprinkle a baklava which fred should prepare,a student must hide,17,17,4,0,0,0,1
the witch may chew a croissant that a student can sprinkle,the professor can chew the pancake,11,11,6,0,0,0,1
he must arrange a eclaire since james must create a strudel,he must chew a pancake which he must chew,11,11,9,0,0,0,1
ron can arrange a baklava,ron can sprinkle a eclaire,5,5,5,0,0,0,1
ron should arrange a doughnut,ron should prepare a croissant,5,5,5,0,1,0,1
albus may eat the souffle,the may eat the strudels,5,5,5,0,N/A,N/A,0
petunia must make the croissant,petunia must hide the baklava,5,5,5,0,1,0,1
hagrid should prepare a cake,hagrid should arrange a pancake,5,5,5,0,1,0,1
ron can chew many eclaires,ron can chew the baklava,5,5,5,0,1,0,1
voldemort may arrange the doughnuts,voldemort may arrange the baklava,5,5,5,0,1,0,1
vernon can gobble a croissant,vernon may prepare a eclaire,5,5,5,0,1,0,1
george must chew the cookie that he should arrange,george must make the cake,9,9,5,0,0,0,1
vernon can make a croissant that fred must assemble,vernon must assemble a strudel,9,9,5,0,0,0,1
ginny must chew the croissants which harry should arrange,ginny must assemble the baklava,9,9,5,0,0,0,1
ron may sprinkle the strudel which neville can eat,the can can gobble the chocolates that lupin can gobble,9,9,10,0,N/A,N/A,0
because hagrid can sprinkle a croissant lupin should sprinkle the souffles because vernon can hide the souffles,because the student should sprinkle the baklava,17,17,7,0,0,0,1
a student should hide the chocolates which petunia may eat because a student must gobble a cake,a professor may arrange a chocolate that a student should arrange a chocolate that a student should arrange,17,17,18,0,N/A,N/A,0
a student should sprinkle the baklava which vernon must gobble,a professor must chew a cake that vernon must create,10,10,10,0,0,0,1
a student should gobble the chocolates,a student can gobble the baklava,6,6,6,0,1,0,1
since she should jump dobby must arrange a pancake which albus may eat,since dobby should hide the cakes that dobby may prepare,13,13,10,0,0,0,1
since james should walk ginny must prepare the cookies that ginny must assemble,since voldemort must assemble the croissants,13,13,6,0,0,0,1
since vernon should laugh draco can chew a pancake which she must sprinkle,since a professor must chew a baklava that a must chew,13,13,11,0,N/A,N/A,0
since harry should eat the eclaire which ron can chew hermione may laugh,a professor can gobble the baklava,13,13,6,0,0,0,1
