Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
since james must run since hermione can make the eclaires draco may wiggle,since james must run since hermione can make the eclaires draco may wiggle,13,13,13,1,1,1,1
hagrid must run because albus must hide a eclaire that fred can sprinkle,hagrid must run because albus must hide a eclaire that fred can sprinkle,13,13,13,1,1,1,1
george can chew a eclaire that harry can chew since she must wiggle,george can chew a eclaire that harry can chew since she must wiggle,13,13,13,1,1,1,1
the student must arrange the doughnuts that james may prepare,the student must arrange the doughnuts that james may prepare,10,10,10,1,1,1,1
the witch must make a souffle because harry must swim,the witch must make a souffle because harry must swim,10,10,10,1,1,1,1
james should gobble the strudels which the student must create,james should gobble the strudels which the student must create,10,10,10,1,1,1,1
because james should party draco must arrange the strudels,because james should party draco must arrange the strudels,9,9,9,1,1,1,1
hagrid may laugh because ginny should gobble a doughnut,hagrid may laugh because ginny should gobble a doughnut,9,9,9,1,1,1,1
he must assemble many cookies that she can eat,he must assemble many cookies that she can eat,9,9,9,1,1,1,1
dobby can chew a strudel that vernon should chew,dobby can chew a strudel that vernon should chew,9,9,9,1,1,1,1
voldemort must smile because mcgonagall may prepare the eclaires,voldemort must smile because mcgonagall may prepare the eclaires,9,9,9,1,1,1,1
a professor should prepare the croissant,a professor should prepare the croissant,6,6,6,1,1,1,1
hermione can sprinkle the doughnuts,hermione can sprinkle the doughnuts,5,5,5,1,1,1,1
hagrid should chew the cakes,hagrid should chew the cakes,5,5,5,1,1,1,1
albus should prepare the chocolates,albus should prepare the chocolates,5,5,5,1,1,1,1
petunia must assemble the strudels,petunia must assemble the strudels,5,5,5,1,1,1,1
dobby should chew the cookie,dobby should chew the cookie,5,5,5,1,1,1,1
james can chew a doughnut,james can chew a doughnut,5,5,5,1,1,1,1
because a witch may arrange a baklava that a student can assemble harry can assemble the eclaire which voldemort should eat,because a witch may arrange a baklava that a student can assemble harry can assemble the eclaire which voldemort should eat,21,21,21,1,1,1,1
since the professor may chew many cookies that the witch should hide albus should hide the cakes that he can hide,since the professor may chew many cookies that the witch should hide albus should hide the cakes that he can hide,21,21,21,1,1,1,1
because fred can create the chocolates that a professor must sprinkle a wizard should gobble the cookie which he should assemble,because fred can create the chocolates that a professor must sprinkle a wizard should gobble the cookie which he should assemble,21,21,21,1,1,1,1
hermione must assemble the strudels,hermione must assemble the strudels,5,5,5,1,1,1,1
james may make many chocolates,james may make many chocolates,5,5,5,1,1,1,1
petunia can create a baklava,petunia can create a baklava,5,5,5,1,1,1,1
sirius should make a baklava,sirius should make a baklava,5,5,5,1,1,1,1
ginny may party,ginny may party,3,3,3,1,1,1,1
he may wiggle,he may wiggle,3,3,3,1,1,1,1
ron should giggle,ron should giggle,3,3,3,1,1,1,1
lily should smile,lily should smile,3,3,3,1,1,1,1
she must laugh,she must laugh,3,3,3,1,1,1,1
hermione must prepare the cake,hermione must prepare the cake,5,5,5,1,1,1,1
hagrid may create the croissants,hagrid may create the croissants,5,5,5,1,1,1,1
hagrid must eat the pancakes,hagrid must eat the pancakes,5,5,5,1,1,1,1
hermione can make a strudel,hermione can make a strudel,5,5,5,1,1,1,1
vernon must hide a eclaire,vernon must hide a eclaire,5,5,5,1,1,1,1
since harry should make many pancakes lupin should walk since she can sprinkle the souffles that the student may gobble,since harry should make many pancakes lupin should walk since she can sprinkle the souffles that the student may gobble,20,20,20,1,1,1,1
because the witch must arrange a cake he should laugh,because the witch must arrange a cake he should laugh,10,10,10,1,1,1,1
albus may assemble the doughnuts that a witch can make,albus may assemble the doughnuts that a witch can make,10,10,10,1,1,1,1
since she must sprinkle a baklava hagrid must gobble the doughnut which the wizard must make,since she must sprinkle a baklava hagrid must gobble the doughnut which the wizard must make,16,16,16,1,1,1,1
because a wizard may hide the pancakes which ron must arrange vernon should make a cake,because a wizard may hide the pancakes which ron must arrange vernon should make a cake,16,16,16,1,1,1,1
because ginny must hide a souffle ginny can create the baklava which a student must make,because ginny must hide a souffle ginny can create the baklava which a student must make,16,16,16,1,1,1,1
mcgonagall should hide many doughnuts which a wizard should hide because she should assemble a cake,mcgonagall should hide many doughnuts which a wizard should hide because she should assemble a cake,16,16,16,1,1,1,1
harry must prepare the cookies that sirius may hide,harry must prepare the cookies that sirius may hide,9,9,9,1,1,1,1
sirius should gobble the eclaires that vernon should assemble,sirius should gobble the eclaires that vernon should assemble,9,9,9,1,1,1,1
harry can create the pancake that sirius should gobble,harry can create the pancake that sirius should gobble,9,9,9,1,1,1,1
sirius should run,sirius should run,3,3,3,1,1,1,1
voldemort can jump,voldemort can jump,3,3,3,1,1,1,1
lupin must swim,lupin must swim,3,3,3,1,1,1,1
sirius can walk,sirius can walk,3,3,3,1,1,1,1
george can laugh,george can laugh,3,3,3,1,1,1,1
dobby may assemble a souffle that a witch can gobble since harry should prepare the cookies that a wizard should create,dobby may assemble a souffle that a witch can gobble since harry should prepare the cookies that a wizard should create,21,21,21,1,1,1,1
vernon may make a eclaire because a student should smile,vernon may make a eclaire because a student should smile,10,10,10,1,1,1,1
a witch should gobble a doughnut,a witch should gobble a doughnut,6,6,6,1,1,1,1
the student must create a croissant,the student must create a croissant,6,6,6,1,1,1,1
the wizard may create the pancake that sirius may hide because harry may run since snape may assemble the eclaire,the wizard may create the pancake that sirius may hide because harry may run since snape may assemble the eclaire,20,20,20,1,1,1,1
petunia must eat a baklava that voldemort should assemble since a student may prepare the croissant that ginny should sprinkle,petunia must eat a baklava that voldemort should assemble since a student may prepare the croissant that ginny should sprinkle,20,20,20,1,1,1,1
since voldemort should hiccup petunia must arrange the souffles since petunia must sprinkle a doughnut which a witch should hide,since voldemort should hiccup petunia must arrange the souffles since petunia must sprinkle a doughnut which a witch should hide,20,20,20,1,1,1,1
fred may make the eclaires which ron should prepare because ginny must assemble the doughnuts that fred may prepare,fred may make the eclaires which ron should prepare because ginny must assemble the doughnuts that fred may prepare,19,19,19,1,1,1,1
harry should make a strudel that ron may create,harry should make a strudel that ron may create,9,9,9,1,1,1,1
snape should arrange the croissants which hagrid can gobble,snape should arrange the croissants which hagrid can gobble,9,9,9,1,1,1,1
sirius should chew a pancake since hermione may swim,sirius should chew a pancake since hermione may swim,9,9,9,1,1,1,1
george must prepare the eclaires that ron can hide,george must prepare the eclaires that ron can hide,9,9,9,1,1,1,1
vernon may prepare many cakes which george can create,vernon may prepare many cakes which george can create,9,9,9,1,1,1,1
dobby can make a croissant which ron should eat because lily must make the baklava which petunia can assemble,dobby can make a croissant which ron should eat because lily must make the baklava which petunia can assemble,19,19,19,1,1,1,1
because ginny should eat a souffle which vernon should hide because dobby may walk ginny may eat the chocolate,because ginny should eat a souffle which vernon should hide because dobby may walk ginny may eat the chocolate,19,19,19,1,1,1,1
fred may chew the pancakes that hermione must sprinkle since vernon should hide a doughnut that she must gobble,fred may chew the pancakes that hermione must sprinkle since vernon should hide a doughnut that she must gobble,19,19,19,1,1,1,1
since sirius should eat the cookies that dobby must sprinkle hermione must party since mcgonagall may create the souffle,since sirius should eat the cookies that dobby must sprinkle hermione must party since mcgonagall may create the souffle,19,19,19,1,1,1,1
lily should create the souffles that the wizard should gobble,lily should create the souffles that the wizard should gobble,10,10,10,1,1,1,1
a wizard can gobble the cookies that george can hide,a wizard can gobble the cookies that george can hide,10,10,10,1,1,1,1
voldemort may arrange the strudel which a witch must create,voldemort may arrange the strudel which a witch must create,10,10,10,1,1,1,1
because she can prepare the cake albus should prepare the cakes,because she can prepare the cake albus should prepare the cakes,11,11,11,1,1,1,1
a professor must gobble the cake which the student should make,a professor must gobble the cake which the student should make,11,11,11,1,1,1,1
fred must create a souffle because he must make many chocolates which the witch must sprinkle,fred must create a souffle because he must make many chocolates which the witch must sprinkle,16,16,16,1,1,1,1
she can laugh,she can laugh,3,3,3,1,1,1,1
george should swim,george should swim,3,3,3,1,1,1,1
hermione must hiccup,hermione must hiccup,3,3,3,1,1,1,1
george should giggle,george should giggle,3,3,3,1,1,1,1
he should wiggle,he should wiggle,3,3,3,1,1,1,1
voldemort must hide the chocolate because ginny must gobble the baklava which a wizard may gobble since petunia may laugh,voldemort must hide the chocolate because ginny must gobble the baklava which a wizard may gobble since petunia may laugh,20,20,20,1,1,1,1
