target,prediction,target length,correct
he should hide a croissant that voldemort must make because he may hiccup,he should hide a croissant that voldemort must make because he may hiccup,13,1
since ron may eat a croissant the professor should not make the chocolates,since ron may eat a croissant the professor should not make the chocolates,13,1
since snape must jump ginny must prepare a baklava which fred can eat,since snape must jump ginny must prepare a baklava which fred can eat,13,1
since albus may chew the baklava that ron should assemble he should smile,since albus may chew the baklava that ron should assemble he should smile,13,1
since ron should wiggle sirius should hide many cakes that dobby must gobble,since ron should wiggle sirius should hide many cakes that dobby must gobble,13,1
since vernon should laugh draco can chew a pancake which she must sprinkle,since vernon should laugh draco can chew a pancake which she must sprinkle,13,1
since snape must assemble the doughnuts that lupin should arrange ginny may not run,since snape must assemble the doughnuts that lupin should arrange ginny may not run,14,1
lupin can laugh because lupin may prepare the cookies which neville should make,lupin can laugh because lupin may prepare the cookies which neville should make,13,1
because a student may sprinkle the pancakes neville may not eat the doughnuts,because a student may sprinkle the pancakes neville may not eat the doughnuts,13,1
sirius may party since fred should eat the eclaires that draco can arrange,sirius may party since fred should eat the eclaires that draco can arrange,13,1
albus should prepare the souffles which neville may chew because she must giggle,albus should prepare the souffles which neville may chew because she must giggle,13,1
dobby should not jump since fred should prepare the eclaire that she must hide,dobby should not jump since fred should prepare the eclaire that she must hide,14,1
because harry must hide the eclaire which a wizard should chew vernon must swim,because harry must hide the eclaire which a wizard should chew vernon must swim,14,1
since harry must make the pancake which neville should eat lily should not laugh,since harry must make the pancake which neville should eat lily should not laugh,14,1
because vernon can eat the chocolate petunia can not smile since draco must giggle,because vernon can eat the chocolate petunia can not smile since draco must giggle,14,1
because lupin may hide many cakes which mcgonagall should create ginny may not jump,because lupin may hide many cakes which mcgonagall should create ginny may not jump,14,1
she should not prepare the cookies which fred should chew because ginny must wiggle,she should not prepare the cookies which fred should chew because ginny must wiggle,14,1
dobby should not swim because neville can make the doughnuts which fred must assemble,dobby should not swim because neville can make the doughnuts which fred must assemble,14,1
since mcgonagall should sprinkle a cookie which dobby must create james may not jump,since mcgonagall should sprinkle a cookie which dobby must create james may not jump,14,1
since he should party lily must not assemble a strudel that george should sprinkle,since he should party lily must not assemble a strudel that george should sprinkle,14,1
since the witch must party ginny may arrange many doughnuts that james must assemble,since the witch must party ginny may arrange many doughnuts that james must assemble,14,1
